Period Code,Cycle ID,B_2,B_3,B_4,B_5,B_9,B_10,B_14,B_15,B_16,B_17,B_18,B_19,B_20,B_21,B_22,B_23,B_24,B_25,timestamp,Good/Bad
95,139,-0.0011,no connection,100,518.67,14.62,21.61,1.3,47.38,521.78,2388.03,8151.23,8.4018,0.03,393,2388,100,38.76,23.4701,05/07/2020 09:15,0
95,140,-0.0023,0.0005,100,518.67,14.62,21.61,1.3,47.28,522.45,2388.06,8151.36,8.4115,0.03,393,2388,100,38.91,23.4167,05/07/2020 09:20,0
95,141,-0.0021,0.0005,100,518.67,14.62,21.61,1.3,47.23,522.4,2388.02,8151.05,8.409,0.03,392,2388,100,39.15,23.3256,05/07/2020 09:25,0
95,142,-0.0011,-0.0003,100,518.67,14.62,21.61,1.3,47.22,521.69,2388.02,8155.1,8.3956,0.03,393,2388,100,38.96,23.4092,05/07/2020 09:30,0
95,143,0.0014,0.0002,100,518.67,14.62,21.61,1.3,47.27,521.77,2388.04,8151.48,8.4383,0.03,392,2388,100,38.95,23.3957,05/07/2020 09:35,0
95,144,0.0004,0.0004,100,518.67,14.62,21.61,1.3,47.38,522.55,2388.01,8158.38,8.4145,0.03,392,2388,100,38.84,23.4767,05/07/2020 09:40,0
95,145,-0.0042,-0.0002,100,518.67,14.62,21.61,1.3,47.31,521.85,2388.02,8157.48,8.4153,0.03,391,2388,100,38.86,23.3159,05/07/2020 09:45,0
95,146,-0.0027,-0.0003,100,518.67,14.62,21.61,1.3,47.31,stop,2387.98,8152.83,8.4049,0.03,394,2388,100,38.94,23.4033,05/07/2020 09:50,0
95,147,-0.0024,-0.0002,100,518.67,14.62,21.61,1.3,47.33,522.15,2387.99,8151.56,8.3504,0.03,392,2388,100,38.9,23.3908,05/07/2020 09:55,0
95,148,0.0022,0,100,518.67,14.62,21.61,1.3,47.35,522.22,2388,8153.59,8.387,0.03,393,2388,100,39.1,23.3138,05/07/2020 10:00,0
95,149,-0.0024,-0.0003,100,518.67,14.62,21.61,1.3,47.25,522.73,2388.01,start,8.4123,0.03,393,2388,100,38.94,23.3638,05/07/2020 10:05,0
95,151,0.0012,0.0002,100,518.67,14.62,21.61,1.3,No Data,522.18,2388.03,8149.05,8.4186,0.03,393,2388,100,Bad,,05/07/2020 10:15,0
95,152,0.001,-0.0002,100,518.67,14.62,21.61,1.3,47.32,522.57,2388.02,8146.42,8.4122,0.03,392,2388,100,38.93,23.467,05/07/2020 10:20,0
95,153,-0.0055,-0.0003,100,518.67,14.62,21.61,1.3,47.26,521.88,2388,8156.14,8.413,0.03,391,2388,100,39,23.4206,05/07/2020 10:25,0
95,154,0.0012,0.0001,100,518.67,14.62,21.61,1.3,47.4,no connection,2388.04,I/O,8.3719,0.03,391,2388,100,38.93,23.3483,05/07/2020 10:30,0
95,155,0.0017,-0.0003,100,518.67,14.62,21.61,1.3,47.29,Bad,2387.97,8155.37,8.4199,0.03,391,2388,100,38.95,23.2489,05/07/2020 10:35,0
95,156,0.0024,0,100,518.67,14.62,21.61,1.3,47.29,521.64,2388.01,8155.47,8.4317,0.03,393,2388,100,38.8,23.3931,05/07/2020 10:40,0
95,158,0.0025,0.0003,100,518.67,14.62,21.61,1.3,47.44,521.87,2388.05,8154.57,8.4353,0.03,392,no connection,100,38.88,23.4948,05/07/2020 10:50,0
95,159,0.0044,0.0003,100,518.67,14.62,21.61,1.3,47.46,522.02,2387.98,8153.86,8.3846,0.03,394,2388,100,38.81,23.4131,05/07/2020 10:55,0
95,161,-0.0015,0.0004,100,518.67,14.62,21.61,1.3,47.33,521.97,2388.06,8156.32,8.4415,0.03,391,2388,100,38.94,23.2145,05/07/2020 11:05,0
95,162,,0,100,518.67,14.62,21.61,1.3,47.4,521.83,2387.97,8156.3,8.3958,0.03,392,2388,100,39.05,23.3126,05/07/2020 11:10,0
95,163,-0.0019,0.0003,100,518.67,14.62,21.61,1.3,47.35,521.7,2388.04,8156.02,8.3691,0.03,392,2388,,39,23.2776,05/07/2020 11:15,0
95,164,0.0028,0.0001,100,518.67,14.62,21.61,1.3,47.35,522.28,2388.02,8161.02,8.3877,0.03,393,2388,100,39,23.381,05/07/2020 11:20,0
95,167,-0.0012,-0.0003,100,518.67,14.62,21.61,1.3,47.47,522.2,2388.1,8156.52,8.4283,0.03,391,2388,100,39,23.3513,05/07/2020 11:35,0
95,168,0.0009,-0.0004,100,518.67,14.62,21.61,1.3,I/O,521.72,2388.04,8159.1,8.4354,0.03,393,2388,100,38.9,23.2932,05/07/2020 11:40,0
95,171,0.0004,-0.0001,100,518.67,14.62,21.61,1.3,47.33,522.1,2388.07,8149.76,8.4248,0.03,393,2388,100,39.05,23.4166,05/07/2020 11:55,0
95,172,0.0027,0.0004,100,518.67,14.62,21.61,1.3,47.49,521.87,2388.04,8150.58,8.4182,0.03,392,2388,100,38.91,23.3969,05/07/2020 12:00,0
95,173,-0.0042,0.0001,100,518.67,14.62,21.61,1.3,47.35,522.06,2388.05,8152.55,8.4155,0.03,393,2388,100,38.9,23.4406,05/07/2020 12:05,0
95,174,0,-0.0005,100,518.67,14.62,21.61,1.3,47.52,521.88,2387.99,8154.86,8.4061,0.03,392,2388,100,38.94,23.2876,05/07/2020 12:11,0
95,175,0.0014,0,100,518.67,14.62,21.61,1.3,47.31,522.16,2388.07,8155.27,8.4165,0.03,392,2388,100,38.88,23.2629,05/07/2020 12:15,0
95,176,-0.0007,-0.0004,Missing,518.67,14.62,21.61,1.3,47.3,521.42,2388.04,8151.52,8.4247,0.03,393,2388,100,39.09,23.3448,05/07/2020 12:20,0
95,177,-0.0033,-0.0001,100,518.67,14.62,21.61,1.3,47.48,522.22,2388.08,8153.06,8.4138,0.03,392,2388,100,39.06,23.384,05/07/2020 12:25,0
95,179,0.0031,No Data,100,518.67,14.62,21.61,1.3,47.41,521.43,2388.06,8161.33,8.4601,0.03,393,2388,100,38.82,23.372,05/07/2020 12:35,0
95,180,-0.0007,0,100,518.67,14.62,21.61,1.3,47.43,521.62,2388.08,8160.5,8.425,0.03,392,2388,100,38.84,23.2953,05/07/2020 12:40,0
95,181,0.0039,-0.0001,100,518.67,14.62,21.61,1.3,47.23,521.89,2388.07,8155.95,8.4407,0.03,391,2388,100,38.75,23.325,05/07/2020 12:45,0
95,182,0.0034,-0.0003,100,518.67,14.62,21.61,1.3,47.41,521.65,2388.06,8153.35,8.4415,0.03,393,2388,100,38.94,23.2994,05/07/2020 12:50,0
95,183,0.0007,0.0004,100,518.67,14.62,21.61,1.3,47.41,521.85,2388.07,8156.57,8.4162,0.03,393,2388,100,38.96,23.3933,05/07/2020 12:55,0
95,185,-0.0017,0.0003,100,518.67,14.62,21.61,1.3,47.28,521.05,2388,8156.42,8.4388,0.03,393,2388,100,38.76,23.3264,05/07/2020 13:05,0
95,187,-0.0029,0,100,Bad,14.62,21.61,1.3,47.46,521.85,2388.01,8151.65,8.4545,0.03,392,2388,100,38.86,23.3067,05/07/2020 13:15,0
95,189,0.003,0.0002,100,518.67,14.62,21.61,1.3,47.53,522.19,2388.08,8155.87,8.3769,0.03,392,2388,100,38.79,23.3154,05/07/2020 13:25,0
95,190,0.0008,-0.0002,100,518.67,14.62,21.61,1.3,no response,521.08,2388.06,8149.55,8.4189,0.03,394,2388,100,39,23.256,05/07/2020 13:30,0
95,191,0.001,-0.0001,100,518.67,14.62,21.61,1.3,No Data,520.96,2388.04,8159.18,8.4268,0.03,394,2388,100,38.99,23.3554,05/07/2020 13:35,0
95,193,-0.0009,0.0003,100,518.67,14.62,21.61,1.3,47.5,521.95,2388.01,8159.97,8.4242,0.03,394,2388,100,38.7,23.4737,05/07/2020 13:45,0
95,194,0.0044,0,100,518.67,14.62,21.61,1.3,47.35,522.04,2388.01,8159.3,8.4459,0.03,393,2388,100,38.96,23.3818,05/07/2020 13:50,0
95,196,-0.001,-0.0004,100,518.67,14.62,21.61,1.3,47.39,521.71,2388.08,8149.73,8.4228,0.03,391,2388,100,39.02,23.4345,05/07/2020 14:00,0
95,198,0.0013,-0.0001,100,518.67,14.62,Missing,1.3,47.67,521.33,2388.05,8159.97,8.4566,0.03,395,2388,100,38.83,23.3629,05/07/2020 14:10,0
95,199,0.0007,-0.0003,100,518.67,14.62,21.61,1.3,47.57,522.23,2388.09,8160.43,8.449,0.03,394,2388,100,38.74,23.3208,05/07/2020 14:15,0
95,200,0.0001,0.0004,100,518.67,14.62,21.61,1.3,47.35,521.46,2388.05,8158.19,8.4382,0.03,392,2388,100,38.82,23.2417,05/07/2020 14:20,0
95,202,-0.0019,0.0003,100,518.67,14.62,21.61,1.3,47.56,no connection,2388.06,8158.79,8.4391,0.03,393,2388,100,38.86,23.2139,05/07/2020 14:30,0
95,203,-0.0025,0.0001,100,518.67,14.62,21.61,1.3,47.55,,2388.1,8154.5,8.4316,0.03,394,2388,stop,38.86,23.3468,05/07/2020 14:35,0
95,204,-0.0035,0.0001,Bad,518.67,14.62,21.61,1.3,47.39,521.5,2388.05,8163.76,8.4315,0.03,393,2388,100,38.88,23.4003,05/07/2020 14:40,0
95,206,-0.0019,-0.0002,100,518.67,14.62,21.61,1.3,47.43,521.57,2388.07,8159.97,8.4716,0.03,393,2388,100,38.98,23.2798,05/07/2020 14:51,0
95,207,0.0012,0.0001,100,518.67,14.62,21.61,1.3,47.54,521.06,2388.05,8157.73,8.4649,0.03,394,2388,100,38.94,23.3592,05/07/2020 14:55,0
95,208,0.0025,0.0003,100,518.67,14.62,21.61,1.3,47.49,522.04,2388.12,8158.82,8.4313,0.03,391,2388,100,38.81,23.2553,05/07/2020 15:00,0
95,209,0.0006,0.0002,100,518.67,14.62,21.61,1.3,47.66,521.34,2388.01,8155.3,8.4352,0.03,393,2388,100,38.85,23.4043,05/07/2020 15:05,0
95,210,-0.0017,0,100,518.67,14.62,21.61,1.3,47.49,521.13,2388.01,8158.8,8.4083,0.03,392,2388,100,38.68,23.3064,05/07/2020 15:10,0
95,211,0.0008,-0.0002,100,518.67,14.62,21.61,1.3,47.66,521.67,2388.04,8164.41,8.4779,0.03,393,2388,100,38.92,23.2911,05/07/2020 15:15,0
95,212,0.0015,-0.0003,100,518.67,14.62,21.61,1.3,47.34,520.61,2388.08,8159.35,8.4445,0.03,393,2388,100,38.74,23.1327,05/07/2020 15:20,0
95,214,0.0016,-0.0003,100,518.67,14.62,21.61,1.3,47.49,521.63,2388.1,8158.03,8.445,0.03,394,2388,100,38.75,23.291,05/07/2020 15:30,0
95,215,0.0027,-0.0005,100,518.67,14.62,21.61,1.3,47.65,520.93,2388.11,8160,8.4598,0.03,393,2388,100,38.55,23.3309,05/07/2020 15:36,0
95,217,0.0012,0.0002,100,518.67,14.62,21.61,1.3,47.65,521.81,2388.07,8161.27,8.4275,0.03,392,2388,100,38.85,23.1949,05/07/2020 15:45,0
95,218,-0.0041,-0.0003,100,518.67,14.62,21.61,1.3,47.68,521.53,2388.13,8164.96,8.4614,0.03,394,2388,100,38.66,23.329,05/07/2020 15:50,0
95,219,-0.0042,0.0004,100,518.67,14.62,21.61,1.3,47.5,521.37,2388.07,8164.37,8.452,0.03,393,2388,100,38.87,23.3002,05/07/2020 15:56,0
95,220,0,0.0004,100,518.67,14.62,21.61,1.3,47.53,520.99,2388.07,8166.16,8.429,0.03,393,2388,100,38.86,23.1862,05/07/2020 16:00,0
95,221,0.0022,0,100,518.67,14.62,21.61,1.3,47.53,521.24,2388.07,8161.25,8.4959,0.03,I/O,2388,100,38.68,23.3632,05/07/2020 16:05,0
95,222,-0.0028,0.0003,100,518.67,14.62,21.61,1.3,47.6,521.12,2388.07,8161.34,8.4396,0.03,395,2388,100,no response,23.275,05/07/2020 16:10,0
95,223,0.0041,0.0003,100,518.67,14.62,21.61,1.3,47.6,521.38,2388.08,8162.64,8.4695,0.03,393,2388,100,38.76,23.2584,05/07/2020 16:15,0
95,224,-0.0017,0,100,518.67,14.62,21.61,1.3,47.36,521.75,2388.13,8163.54,8.4646,0.03,394,2388,100,38.69,23.2738,05/07/2020 16:20,0
95,226,-0.0033,-0.0001,100,518.67,14.62,21.61,1.3,47.61,520.79,2388.1,8158.08,8.4554,0.03,394,2388,100,38.81,23.3485,05/07/2020 16:30,0
95,227,Missing,-0.0001,100,518.67,14.62,21.61,1.3,47.52,521.44,2388.06,8158.27,8.4726,0.03,393,2388,100,38.85,23.3497,05/07/2020 16:35,0
95,228,-0.001,0.0001,100,518.67,14.62,21.61,1.3,47.56,521.51,2388.1,8169.51,8.4403,0.03,393,2388,100,38.62,23.2262,05/07/2020 16:40,0
95,230,-0.0016,0.0003,100,518.67,14.62,21.61,1.3,47.71,521.33,2388.04,8163.36,8.4618,0.03,393,2388,100,38.77,23.1725,05/07/2020 16:50,0
95,232,0,-0.0002,100,518.67,14.62,21.61,1.3,47.47,520.48,2388.11,8164.96,I/O,0.03,394,2388,100,38.65,23.2602,05/07/2020 17:00,0
95,233,0.0005,-0.0004,100,518.67,14.62,21.61,1.3,No Data,521.56,2388.1,8165.77,8.4943,0.03,392,2388,Bad,38.71,23.2971,05/07/2020 17:05,0
95,234,0.0015,-0.0001,100,518.67,14.62,21.61,1.3,47.57,520.77,2388.04,8162.47,8.4626,0.03,395,2388,100,38.81,23.214,05/07/2020 17:10,0
95,235,0.0004,0,100,518.67,14.62,21.61,1.3,47.61,521.25,2388.15,8161.97,8.4374,0.03,394,2388,100,38.67,23.2588,05/07/2020 17:15,0
95,236,-0.0008,0.0004,100,518.67,14.62,21.61,1.3,47.7,521.31,2388.08,8169.56,8.4865,0.03,395,2388,100,38.7,23.204,05/07/2020 17:20,0
95,237,-0.0021,-0.0002,100,518.67,14.62,21.61,1.3,47.73,520.96,2388.13,8163.19,8.4452,0.03,393,2388,100,38.69,23.2732,05/07/2020 17:25,0
95,238,-0.0033,0.0005,100,518.67,14.62,21.61,1.3,47.87,520.87,2388.11,8167.99,8.4479,0.03,391,2388,100,38.6,23.3056,05/07/2020 17:30,0
95,239,-0.0033,0,100,518.67,14.62,21.61,1.3,47.88,521.09,2388.09,8169.4,8.4521,0.03,394,2388,100,I/O,23.1602,05/07/2020 17:35,0
95,240,0.0005,0.0003,100,518.67,14.62,21.61,1.3,47.71,521.23,2388.07,8167.43,8.4917,0.03,393,2388,100,38.61,23.2902,05/07/2020 17:40,0
95,241,0.0019,-0.0003,100,518.67,14.62,21.61,1.3,47.73,520.99,2388.14,8171.33,8.485,0.03,395,2388,100,38.76,23.306,05/07/2020 17:46,0
95,242,0.0001,-0.0001,100,518.67,14.62,21.61,1.3,47.71,521.39,2388.03,8170.38,8.4742,0.03,395,2388,100,38.63,23.14,05/07/2020 17:50,0
95,243,0.003,-0.0005,100,518.67,14.62,21.61,1.3,47.67,521.22,2388.14,8167.93,8.4672,0.03,394,2388,100,38.54,23.1678,05/07/2020 17:55,0
95,244,-0.0014,-0.0003,100,518.67,14.62,21.61,1.3,47.68,520.85,2388.12,8163.49,8.4792,0.03,397,2388,100,38.73,23.1629,05/07/2020 18:00,0
95,245,0.0046,0.0004,100,518.67,14.62,21.61,1.3,47.72,520.66,2388.15,8162.63,8.4425,0.03,395,2388,100,38.51,23.1956,05/07/2020 18:05,0
95,247,-0.0012,-0.0004,100,518.67,14.62,stop,1.3,47.72,520.97,2388.05,8170.87,8.4449,0.03,395,2388,100,38.59,23.153,05/07/2020 18:15,0
95,249,-0.002,-0.0003,100,518.67,14.62,21.61,1.3,47.92,520.7,2388.1,8174.83,8.4523,0.03,394,2388,100,38.84,23.1392,05/07/2020 18:25,0
95,251,-0.005,0.0004,100,518.67,14.62,21.61,1.3,No Data,521.33,2388.09,8171.58,8.471,0.03,396,2388,100,38.74,23.255,05/07/2020 18:35,0
95,252,0.0019,0,100,518.67,14.62,21.61,1.3,47.72,520.94,2388.13,8170.6,8.4655,0.03,394,2388,100,38.81,23.2585,05/07/2020 18:40,0
95,253,-0.0005,0,100,518.67,Missing,21.61,1.3,47.76,520.39,2388.11,8173.2,8.4801,0.03,395,2388,100,38.87,23.1829,05/07/2020 18:45,1
95,255,-0.003,0.0001,100,518.67,14.62,21.61,1.3,47.71,520.69,2388.15,8167.08,8.4587,0.03,395,2388,100,38.59,23.2747,05/07/2020 18:55,1
95,256,-0.001,0.0002,100,518.67,14.62,21.61,1.3,47.83,521.08,2388.14,8170.38,8.494,0.03,395,2388,100,38.71,23.1661,05/07/2020 19:00,1
95,259,-0.0001,0.0005,100,518.67,14.62,21.61,1.3,47.66,520.58,2388.13,8170.71,Missing,0.03,393,2388,100,38.54,23.2435,05/07/2020 19:15,1
95,261,0.0027,-0.0003,100,518.67,14.62,21.61,1.3,47.69,520.62,2388.17,8176.45,8.4854,0.03,394,2388,100,38.56,23.0962,05/07/2020 19:25,1
95,262,0.0018,-0.0002,100,518.67,14.62,21.61,1.3,47.91,520.1,2388.13,8170.82,8.4885,0.03,,2388,100,38.53,23.284,05/07/2020 19:30,1
95,263,0.002,-0.0004,100,518.67,14.62,21.61,1.3,48.05,520.3,2388.13,8176.27,8.4758,0.03,395,2388,100,No Data,23.2573,05/07/2020 19:35,1
95,265,-0.0009,0,100,518.67,14.62,No Data,1.3,48.09,Missing,2388.16,8172.24,8.4915,0.03,396,2388,100,38.56,23.176,05/07/2020 19:45,1
95,266,-0.0026,-0.0003,100,518.67,14.62,21.61,1.3,47.97,520.48,2388.15,8175.16,8.4722,0.03,396,2388,100,38.73,23.138,05/07/2020 19:50,1
95,268,0.0021,-0.0003,100,518.67,14.62,21.61,1.3,47.92,520.45,2388.14,8177.93,8.5002,0.03,396,2388,100,38.59,23.1617,05/07/2020 20:00,1
95,269,-0.0035,0.0004,100,518.67,14.62,21.61,1.3,48.05,520.38,2388.16,8178.59,8.4875,0.03,396,2388,100,38.57,23.1263,05/07/2020 20:05,1
95,271,0,stop,100,518.67,14.62,21.61,1.3,48.07,519.8,2388.14,8176.11,8.5333,0.03,396,2388,100,38.62,23.091,05/07/2020 20:15,1
95,272,-0.0001,-0.0003,100,518.67,14.62,21.61,1.3,47.99,520.49,2388.2,8184.15,8.5264,0.03,395,2388,100,38.58,23.1766,05/07/2020 20:20,1
95,273,0.0039,0.0005,100,518.67,14.62,21.61,1.3,48.08,520.03,2388.18,8181.4,8.4998,0.03,397,2388,100,38.6,23.1296,05/07/2020 20:25,1
95,274,-0.0025,-0.0004,100,518.67,14.62,21.61,1.3,47.92,520.35,2388.11,8186.32,8.5064,0.03,396,2388,100,38.48,23.1083,05/07/2020 20:30,1
95,275,0.0031,0.0003,100,518.67,14.62,21.61,1.3,48.13,start,2388.19,8175.55,8.509,0.03,395,2388,100,38.37,23.1235,05/07/2020 20:35,1
95,276,0.0013,0,100,518.67,14.62,21.61,1.3,48.17,519.5,2388.16,8188.61,8.4701,0.03,397,2388,100,38.41,23.2082,05/07/2020 20:40,1
95,277,-0.0004,-0.0002,100,518.67,14.62,21.61,1.3,48.01,520.27,2388.15,8182.8,8.4956,0.03,395,2388,100,38.55,23.1698,05/07/2020 20:45,1
95,278,-0.0022,-0.0004,100,518.67,14.62,21.61,1.3,48.16,519.97,2388.18,8181.55,Missing,0.03,395,2388,100,38.37,23.0713,05/07/2020 20:50,1
95,279,-0.0008,0,100,518.67,14.62,21.61,1.3,48.05,520.1,2388.19,start,8.518,0.03,395,2388,100,38.46,23.1727,05/07/2020 20:55,1
95,280,-0.0011,-0.0004,100,518.67,14.62,21.61,1.3,48.17,520.27,2388.23,8189.1,8.5225,0.03,396,2388,100,38.44,23.1157,05/07/2020 21:00,1
95,281,0.0026,0.0001,100,518.67,14.62,21.61,1.3,48.15,519.91,2388.21,8187.88,8.5007,0.03,395,2388,100,38.65,23.1434,05/07/2020 21:05,1
95,282,-0.0007,-0.0004,100,no connection,14.62,21.61,1.3,48.34,520.54,2388.16,8191.18,8.5332,0.03,395,2388,100,38.45,23.0771,05/07/2020 21:10,1
95,283,0.0019,0.0003,100,518.67,14.62,21.61,1.3,stop,519.27,2388.2,8183.58,8.5648,0.03,396,2388,100,38.37,23.1041,05/07/2020 21:15,1
95,Missing,0.0012,0.0003,100,518.67,14.62,21.61,1.3,47.66,521.25,2388.06,8163.34,8.4796,0.03,393,2388,100,Missing,23.2904,05/07/2020 16:45,0
95,start,-0.0027,-0.0002,100,518.67,14.62,21.61,1.3,47.14,522.56,2387.97,8150.25,Missing,0.03,391,2388,100,39.02,23.3505,05/07/2020 02:55,0
95,start,-0.0041,0.0002,100,518.67,14.62,21.61,1.3,47.43,521.44,2388.04,8156.21,8.3995,0.03,393,2388,100,38.93,23.3611,05/07/2020 13:40,0
96,5,0.0026,-0.0003,100,518.67,,21.61,1.3,47.22,521.92,2388.08,8135.34,8.3952,0.03,393,2388,100,39,23.4582,05/07/2020 21:40,0
96,6,no response,0.0002,100,518.67,14.62,21.61,1.3,47.27,522.17,2388.06,8134.99,8.4305,0.03,390,2388,100,38.96,23.419,05/07/2020 21:45,0
96,9,-0.0038,start,100,518.67,14.62,21.61,1.3,47.17,521.72,2388.06,8131.8,8.4291,0.03,392,2388,100,38.98,23.3796,05/07/2020 22:00,0
96,10,0.0042,0.0001,100,518.67,14.62,no response,1.3,47.24,522.29,2388.04,8134.63,8.398,0.03,392,2388,100,38.86,23.5344,05/07/2020 22:05,0
96,11,-0.0005,-0.0001,100,518.67,14.62,21.61,1.3,47.37,522,2388.06,8136.62,8.4534,0.03,393,2388,100,38.92,23.4007,05/07/2020 22:10,0
96,13,-0.0015,-0.0001,100,518.67,14.62,21.61,1.3,47.34,522.43,2388.04,8142.12,8.4001,0.03,392,2388,100,38.93,23.295,05/07/2020 22:20,0
96,14,0.0004,0.0005,100,518.67,14.62,21.61,1.3,47.31,521.95,2388.09,8130.26,8.3756,0.03,391,2388,100,38.86,23.3464,05/07/2020 22:25,0
96,15,0.0037,-0.0002,100,518.67,14.62,21.61,1.3,47.36,522.53,2388.07,8134.66,8.3882,0.03,392,2388,100,39.03,23.4392,05/07/2020 22:30,0
96,17,-0.0008,0.0003,100,518.67,14.62,21.61,1.3,47.22,522.32,2388.1,8132.74,8.437,0.03,391,2388,100,39,23.3382,05/07/2020 22:40,0
96,18,0.0032,Bad,100,518.67,14.62,21.61,1.3,47.42,521.99,2388.04,8128.37,8.4481,0.03,393,2388,100,39.05,23.3905,05/07/2020 22:45,0
96,19,-0.0028,-0.0002,100,518.67,14.62,21.61,1.3,47.36,521.84,2388.02,8131.4,8.3837,0.03,392,2388,100,39.15,23.4007,05/07/2020 22:50,0
96,20,-0.0005,-0.0005,100,518.67,14.62,21.61,1.3,47.38,521.54,2388.05,8139.71,8.4191,0.03,392,2388,100,38.93,23.3624,05/07/2020 22:55,0
96,22,-0.0022,0.0002,100,518.67,14.62,21.61,1.3,47.43,521.93,2388.02,8133.02,8.3961,Missing,392,2388,100,38.77,23.3102,05/07/2020 23:05,0
96,23,0.0002,0,100,518.67,14.62,21.61,1.3,47.19,521.77,2388.07,8132.09,8.4178,0.03,392,2388,100,38.86,23.4381,05/07/2020 23:10,0
96,24,-0.0011,0.0003,100,518.67,14.62,21.61,1.3,47.29,522.47,2388.01,8132.63,8.4012,0.03,392,I/O,100,39.05,23.3216,05/07/2020 23:15,0
96,27,-0.0021,0.0001,100,518.67,14.62,21.61,1.3,47.35,522.08,2388.1,8133.95,8.4186,0.03,393,2388,100,39.06,23.485,05/07/2020 23:30,0
96,29,-0.0036,-0.0003,100,518.67,14.62,21.61,1.3,47.37,521.52,2388.05,8131.19,8.4268,0.03,392,2388,100,39.03,23.3051,05/07/2020 23:40,0
96,30,-0.0007,0,100,518.67,14.62,no connection,1.3,47.23,522.06,2388.06,8136.67,start,0.03,391,2388,100,39.09,23.2911,05/07/2020 23:45,0
96,31,0.0004,0.0005,100,518.67,14.62,21.61,1.3,47.2,521.47,2388.06,8132.42,8.4078,0.03,393,2388,100,38.93,23.4791,05/07/2020 23:50,0
96,32,-0.0045,-0.0004,100,518.67,14.62,21.61,1.3,47.35,522.26,2388.09,8132.54,8.3985,0.03,392,2388,100,38.97,23.3493,05/07/2020 23:55,0
96,34,-0.0002,0.0002,100,518.67,14.62,21.61,I/O,47.29,520.82,2388.04,8137.7,8.401,0.03,391,2388,100,39.05,23.3203,05/08/2020 00:05,0
96,35,0.0027,0.0001,100,518.67,14.62,21.61,1.3,47.14,522.26,2388.02,8128.4,8.4146,0.03,392,2388,100,38.87,23.3176,05/08/2020 00:10,0
96,36,-0.0008,0.0002,100,518.67,14.62,21.61,1.3,47.21,521.98,2388.04,8130.7,8.4123,0.03,392,2388,100,38.95,23.4124,05/08/2020 00:15,0
96,37,-0.0007,-0.0001,100,518.67,14.62,21.61,1.3,47.46,522.39,2388.06,8131.37,8.4248,0.03,392,2388,100,39.1,23.3888,05/08/2020 00:20,0
96,38,0.0009,-0.0003,100,518.67,14.62,21.61,1.3,47.47,522.2,2388.06,8135.73,8.4128,0.03,392,2388,100,38.84,23.3303,05/08/2020 00:25,0
96,39,-0.003,0.0001,100,518.67,14.62,21.61,1.3,47.33,521.74,2388.05,8132.04,8.4071,0.03,392,2388,100,39.08,23.3403,05/08/2020 00:30,0
96,40,0,0.0003,100,518.67,14.62,21.61,1.3,47.35,522.21,2388.07,8134.86,8.3951,0.03,393,2388,100,38.92,23.4348,05/08/2020 00:35,0
96,41,-0.0009,-0.0005,100,518.67,14.62,21.61,1.3,47.27,522.62,no connection,8132.76,8.4056,0.03,391,2388,100,38.92,23.4974,05/08/2020 00:40,0
96,42,-0.0009,-0.0004,100,518.67,14.62,21.61,1.3,47.4,522.06,2388.09,8132.81,8.4327,0.03,392,2388,100,38.91,23.4001,05/08/2020 00:45,0
96,43,0.0024,0.0005,100,518.67,14.62,21.61,1.3,47.57,522.18,2388.04,8135.88,8.4486,0.03,393,2388,100,38.8,23.2853,05/08/2020 00:50,0
96,44,0.0002,0.0003,Bad,518.67,14.62,21.61,1.3,47.3,521.9,2388.07,8134.45,8.4157,0.03,392,2388,100,38.93,23.2927,05/08/2020 00:55,0
96,46,0.0014,-0.0003,100,518.67,14.62,21.61,1.3,47.34,521.87,2388.05,8129.82,8.3732,0.03,392,2388,100,38.76,23.3517,05/08/2020 01:05,0
96,51,-0.0002,0.0001,100,518.67,14.62,21.61,1.3,47.31,522.06,2388.08,8134.97,8.4432,0.03,393,2388,100,39.17,23.3341,05/08/2020 01:30,0
96,52,-0.0014,0.0003,100,518.67,14.62,21.61,1.3,47.23,521.98,2388.08,8130.01,8.4189,0.03,393,2388,100,39.1,23.4054,05/08/2020 01:35,0
96,53,0.0007,0.0002,100,518.67,14.62,21.61,1.3,47.38,521.19,2388.03,8136.72,8.4226,0.03,391,2388,100,38.93,23.4147,05/08/2020 01:40,0
96,54,0.0027,0.0001,100,518.67,14.62,21.61,1.3,47.41,522.68,2388.04,8132.73,8.4213,0.03,392,2388,100,38.93,23.3654,05/08/2020 01:45,0
96,55,0.0015,0.0005,100,518.67,14.62,21.61,1.3,47.51,521.91,2388.07,8134.2,8.4038,0.03,391,2388,100,39.08,23.3846,05/08/2020 01:50,0
96,58,0.0019,-0.0004,100,518.67,14.62,21.61,1.3,47.52,522.14,2388.07,8128.77,8.4633,0.03,392,2388,100,39.03,23.2925,05/08/2020 02:05,0
96,59,-0.0012,0.0005,100,518.67,14.62,21.61,1.3,47.33,521.8,2388.06,8131.46,8.4128,0.03,392,2388,100,38.93,23.3685,05/08/2020 02:10,0
96,60,-0.0009,0,100,518.67,14.62,21.61,1.3,47.38,521.77,2388.05,8130.79,8.428,0.03,392,2388,100,38.99,23.4389,05/08/2020 02:15,0
96,63,0.0016,-0.0001,100,518.67,14.62,21.61,1.3,47.23,521.98,2388.05,8126.15,8.4249,0.03,392,2388,100,38.83,23.3595,05/08/2020 02:30,0
